Time [s];Acceleration [m/s²]
0.020190;3.962667
0.020220;4.792207
0.020250;4.752498
0.020280;4.070300
0.020310;2.918745
0.020340;1.281507
0.020370;-0.492086
0.020400;-1.596790
0.020430;-2.012434
0.020460;-1.806926
0.020490;-0.896802
0.020520;0.340890
0.020550;1.555689
0.020580;1.934282
0.020610;1.747915
0.020640;1.675588
0.020670;1.368531
0.020700;1.111955
0.020730;1.372865
0.020760;2.101580
0.020790;2.834416
0.020820;2.983640
0.020850;2.703179
0.020880;1.548464
0.020910;-0.168360
0.020940;-2.687735
0.020970;-5.510891
0.021000;-8.450029
0.021030;-10.243675
0.021060;-10.764942
0.021090;-9.690489
0.021120;-6.677997
0.021150;-2.764629
0.021180;0.798720
0.021210;3.481649
0.021240;5.039537
0.021270;4.806575
0.021300;3.239436
0.021330;1.477422
0.021360;-0.192561
0.021390;-1.757285
0.021420;-3.221613
0.021450;-4.076680
0.021480;-4.279776
0.021510;-4.678800
0.021540;-4.782466
0.021570;-4.426045
0.021600;-3.722412
0.021630;-3.005054
0.021660;-1.937229
0.021690;-1.050206
0.021720;-0.405961
0.021750;0.456092
0.021780;1.268805
0.021810;1.805748
0.021840;2.767848
0.021870;3.592093
0.021900;3.948816
0.021930;3.777037
0.021960;3.140221
0.021990;1.853891
0.022020;0.195712
0.022050;-1.152805
0.022080;-1.857811
0.022110;-1.777579
0.022140;-0.767900
0.022170;0.090646
0.022200;0.548952
0.022230;0.862781
0.022260;0.865326
0.022290;0.582979
0.022320;0.023855
0.022350;-0.102566
0.022380;0.158086
0.022410;0.232533
0.022440;0.042633
0.022470;-0.378801
0.022500;-1.121436
0.022530;-1.590624
0.022560;-1.991463
0.022590;-1.789796
0.022620;-1.156088
0.022650;-0.190007
0.022680;0.149625
0.022710;-0.127912
0.022740;-0.651014
0.022770;-1.303313
0.022800;-1.819127
0.022830;-1.714370
0.022860;-0.944309
0.022890;0.270404
0.022920;1.628502
0.022950;2.552789
0.022980;2.912400
0.023010;2.388180
0.023040;1.486650
0.023070;0.550334
0.023100;-0.113505
0.023130;-0.356159
0.023160;-0.039966
0.023190;0.080989
0.023220;0.053859
0.023250;-0.317175
0.023280;-0.874814
0.023310;-1.500317
0.023340;-1.671807
0.023370;-1.163695
0.023400;-0.144824
0.023430;1.068748
0.023460;2.554653
0.023490;3.978273
0.023520;4.589317
0.023550;4.485408
0.023580;3.570139
0.023610;2.219159
0.023640;0.814625
0.023670;-0.231112
0.023700;-1.034506
0.023730;-1.126354
0.023760;-0.710983
0.023790;-0.229956
0.023820;-0.315479
0.023850;-0.689379
0.023880;-0.979884
0.023910;-0.872856
0.023940;-0.697304
0.023970;-0.232654
0.024000;0.845867
0.024030;2.056076
0.024060;2.778628
0.024090;2.757650
0.024120;2.444032
0.024150;1.581327
0.024180;-0.139439
0.024210;-2.257972
0.024240;-3.723207
0.024270;-4.103035
0.024300;-3.274017
0.024330;-2.084153
0.024360;-0.523491
0.024390;1.166932
0.024420;2.595585
0.024450;2.687144
0.024480;2.327698
0.024510;1.889780
0.024540;0.979168
0.024570;-0.678125
0.024600;-1.326329
0.024630;-0.766234
0.024660;0.426249
0.024690;1.761503
0.024720;3.378703
0.024750;4.162783
0.024780;4.049076
0.024810;3.041806
0.024840;1.653692
0.024870;0.466397
0.024900;0.212017
0.024930;0.901048
0.024960;1.949743
0.024990;3.050834
0.025020;4.164819
0.025050;4.617069
0.025080;3.904203
0.025110;1.651459
0.025140;-1.371240
0.025170;-4.234048
0.025200;-6.128473
0.025230;-6.204468
0.025260;-4.676635
0.025290;-1.152908
0.025320;2.892526
0.025350;6.062984
0.025380;7.372236
0.025410;6.918381
0.025440;4.494881
0.025470;0.792559
0.025500;-2.698477
0.025530;-5.249522
0.025560;-6.971085
0.025590;-7.347006
0.025620;-6.545331
0.025650;-5.669733
0.025680;-4.997214
0.025710;-4.044273
0.025740;-3.264763
0.025770;-2.361303
0.025800;-1.297072
0.025830;0.097156
0.025860;1.255706
0.025890;2.036777
0.025920;1.651664
0.025950;0.187942
0.025980;-1.728558
0.026010;-4.001949
0.026040;-6.144645
0.026070;-7.215610
0.026100;-6.707669
0.026130;-5.073533
0.026160;-3.066805
0.026190;-0.848644
0.026220;1.213116
0.026250;3.192694
0.026280;4.658829
0.026310;5.403592
0.026340;5.835311
0.026370;5.419241
0.026400;4.473282
0.026430;3.390119
0.026460;2.155672
0.026490;0.840681
0.026520;0.028414
0.026550;-0.106731
0.026580;0.164593
0.026610;0.792894
0.026640;1.863940
0.026670;3.263897
0.026700;4.359346
0.026730;4.581030
0.026760;4.042178
0.026790;3.836842
0.026820;3.140849
0.026850;2.154363
